"CCUS ID";"MT ID";"Name";"Address";"City";"State";"zip";
86515;22046455;"La Petite Academy";"290 Westchester Pky";"Grand Prairie";"TX";75052;
86531;22046467;"La Petite Academy - Bedford";"2020 Harwood RD";"Bedford";"TX";76021;
86541;22046477;"La Petite Academy Judson";"16345 Judson Rd";"San Antonio";"TX";78247;
86611;22046544;"Lakewood Montessori School";"12127 Malcomson RD";"Houston";"TX";77070;
86620;22046553;"Lamb School";"13000 Jones RD";"Houston";"TX";77070;
86636;22046570;"Las Colinas Childrens Academy";"1403 Walnut Hill W";"Irving";"TX";75038;
86709;22046641;"Learning Center";"3700A S Mason RD";"Katy";"TX";77450;
86718;22046652;"Learning Ladder Child Care";"25430 Aldine Westfield";"Spring";"TX";77373;
86960;22046905;"Little Dudes Learning Center 1";"205 Sandra St";"Austin";"TX";78745;
86962;22046907;"Little Dudes Learning Center 3";"6201 Crow Ln";"Austin";"TX";78745;
86973;22046918;"Little Farm School";"5038 West Avenue";"San Antonio";"TX";78213;
86991;22046935;"Little Footsteps Daycare & Learning Center";"11720 Montana Ave Bldg B";"El Paso";"TX";79936;
87022;22046967;"Little Kings and Queens Day Care Center";"1815 Trawood Dr 1b";"El Paso";"TX";79935;
87126;22047073;"Little Scholars";"11596 Beechnut Street #1/2";"Houston";"TX";77072;
87135;22047081;"Little Shepherd Childrens Center";"715 E. Lamar Blvd";"Arlington";"TX";76011;
87150;22047095;"Little Steps Learning Center #2";"7121 Lake June Rd";"Dallas";"TX";75217;
87156;22047100;"Little Texans Academy";"18211 Kelly Blvd";"Dallas";"TX";75287;
87172;22047117;"Little Tyke - Cleburne";"1805 Brookhaven";"Cleburne";"TX";76033;
87179;22047124;"Little Tyke Glade Crossing";"3033 N  Main St";"Euless";"TX";76039;
87180;22047125;"Little Tyke North Beach";"7001 Beach N";"Fort Worth";"TX";76137;
87240;22047214;"Longmire Learning Center";"2718 Longmire";"College Station";"TX";77845;
87288;22047261;"Lucys Legacy Child Care Center";"3200 Avenue I";"Rosenberg";"TX";77471;
87293;22047267;"Lullabies Daycare Center";"3343 Saul Kleinfeld";"El Paso";"TX";79936;
87398;22047377;"Martin Methodist Preschool";"2621 Bedford Rd";"Bedford";"TX";76021;
87414;22047393;"Mary's Little Lambs";"1271 Oak";"Schertz";"TX";78154;
87472;22047449;"Merrimac Day Care Centre";"114 Vinyard Road West";"Duncanville";"TX";75137;
87478;22047455;"Merryhill School";"711 Arbrook W";"Arlington";"TX";76015;
87521;22047496;"Mi Casa Child Care Center";"8875 Timberpath";"San Antonio";"TX";78250;
87573;22047547;"Miracle Christian Academy";"16310 Chimney Rock Rd";"Houston";"TX";77053;
87637;22047608;"Montessori Country Day";"5117 La Branch";"Houston";"TX";77004;
87639;22047610;"Montessori Country Day Pre-Pri";"1603 Southmore";"Houston";"TX";77004;
87645;22047615;"Montessori Country Day School #3";"5116 Caroline";"Houston";"TX";77004;
87646;22047616;"Montessori Country Day Toddler School";"5004 Crawford";"Houston";"TX";77004;
87651;22047621;"Montessori Learning Center";"244 N Resler Dr";"El Paso";"TX";79912;
87656;22047626;"Montessori Moments";"19115 Spanish Needle";"Houston";"TX";77084;
87657;22047627;"Montessori Morning Glory School";"737 Bunker Hill Rd.";"Houston";"TX";77024;
87658;22047628;"Montessori New Beginnings Academy";"4660 Legacy Dr";"Plano";"TX";75024;
87659;22047629;"Montessori Preschool at Copperfield";"8007 Queenston Blvd";"Houston";"TX";77095;
87697;22047670;"Morning Star Montessori";"103 Fountain Gate Dr N";"Allen";"TX";75002;
87719;22047691;"Mount Olive Lutheran Preschool";"5101 Saratoga";"Corpus Christi";"TX";78413;
87738;22047722;"Ms Janets Children of the Future";"11590 Hughes Rd";"Houston";"TX";77089;
87747;22047733;"Ms. Annie's Daycare Center";"12134 El Sendero";"San Antonio";"TX";78233;
87782;22047767;"My Lil Wranglers";"121 Pecan St";"Keller";"TX";76248;
87835;22047825;"Neal Child Development Center";"1306 Barak Lane";"Bryan";"TX";77802;
87838;22047829;"Nehemiah Neighborhood Center";"5015 Fannin";"Houston";"TX";77004;
87840;22047831;"Neighborhood Centers";"720 Fairmont";"Pasadena";"TX";77504;
87853;22047843;"New Addition Child Care & Learning Center No. 3";"1100 Wilcrest  Ste 112";"Houston";"TX";77042;
87856;22047845;"New Age Montessori";"321 Cimarron Trail";"Irving";"TX";75063;
87920;22047907;"New Southwest Montessori Center";"12707 Alston";"Sugar Land";"TX";77478;
87921;22047908;"New Star Leadership Education Center";"4501 Legacy Dr";"Plano";"TX";75024;
87976;22047962;"Noahs Nook";"10453 Springwood";"El Paso";"TX";79925;
88070;22048056;"OakCreek School";"3429 Collins Blvd";"Garland";"TX";75044;
88090;22048077;"Odom Extend A Care";"1010 Turtle Creek Blvd";"Austin";"TX";78745;
88163;22048144;"Palmer Preschool";"6221 Main St";"Houston";"TX";77030;
88173;22048153;"Panda Bear Day Care";"143 Encino Grande";"San Antonio";"TX";78232;
88183;22048165;"Parish Episcopal Child Development Center";"4101 Sigma Rd";"Dallas";"TX";75244;
88195;22048178;"Parker Chase Center";"4018 Marsh Ridge Rd";"Carrollton";"TX";75007;
88234;22048222;"Peace Lutheran Preschool & Daycare";"595 Belvidere St";"El Paso";"TX";79912;
88309;22048298;"Pierce Private Day School";"9930 W. Valley Ranch Pkwy.";"Irving";"TX";75063;
88380;22048365;"Pleasant Hill Extend A Care";"6405 Circle S Rd";"Austin";"TX";78745;
88388;22048372;"Poe Nursery School";"5100 Hazard";"Houston";"TX";77098;
88397;22048384;"Poppa's Place Christian Learning Center";"707 Center Ridge";"Duncanville";"TX";75116;
88486;22048449;"Preston Kiddie Kollege";"4438 Legendary Dr";"Frisco";"TX";75034;
88487;22048450;"Preston Meadow Kids Day Out";"6801 Coit Rd";"Plano";"TX";75024;
88488;22048451;"Preston Meadows Montessori";"6912 Ohio";"Plano";"TX";75024;
88489;22048452;"Preston Park Montessori Academy";"1900 Preston Park Blvd";"Plano";"TX";75093;
88532;22048495;"Primrose School of Bent Trail";"18601 Preston Rd";"Dallas";"TX";75252;
88541;22048504;"Primrose School of Coppell";"275 E Parkway Blvd";"Coppell";"TX";75019;
88552;22048515;"Primrose School of Greatwood";"6550 Greatwood Parkway";"Sugar Land";"TX";77479;
88553;22048516;"Primrose School of Green Oaks NE";"1900 Green Oaks Blvd Ne";"Arlington";"TX";76006;
88566;22048529;"Primrose School of Las Colinas";"700 Fluor Dr";"Irving";"TX";75039;
88572;22048535;"Primrose School of Parkwood Hill";"7451 Parkwood Hill Blvd";"Fort Worth";"TX";76137;
88573;22048536;"Primrose School of Pearland";"2350 C R 94";"Pearland";"TX";77584;
88589;22048553;"Primrose School of Walnut Creek";"2201 Matlock";"Mansfield";"TX";76063;
88591;22048555;"Primrose School of West Allen";"106 Tatum Dr";"Allen";"TX";75013;
88592;22048556;"Primrose School of West Carrollton";"4028 Nazarene Dr";"Carrollton";"TX";75010;
88668;22048628;"Rainbow Child Development Center";"2440  Collins S #110";"Arlington";"TX";76014;
88676;22048635;"Rainbow Corner at Grace Avenue";"3521 W Main St";"Frisco";"TX";75034;
88746;22048702;"Redeemer Lutheran School";"4513 Williams Rd";"Fort Worth";"TX";76116;
88784;22048759;"Rice Children's Campus";"5504 Chaucer Dr";"Houston";"TX";77005;
88787;22048761;"Richardson Learning Center and Day Care";"1010 Hampshire Ln";"Richardson";"TX";75080;
88790;22048763;"Richmond Hill Montessori";"5221 Village Creek Dr";"Plano";"TX";75093;
88842;22048818;"Rivercrest Private School";"630 Rivercrest Blvd";"Allen";"TX";75002;
88856;22048830;"Robindell Private School";"5801 Dashwood";"Houston";"TX";77081;
88976;22048939;"Saint Timothy Cumberland";"3001 Forest Ridge";"Bedford";"TX";76021;
89019;22048981;"San Jacinto College North Children's Center";"5800 Uvalde";"Houston";"TX";77049;
89043;22049002;"SBISD Child Development Lab School Tiger Trail";"10406 Tiger Trail";"Houston";"TX";77043;
89059;22049018;"School of Infants & Toddlers";"4701 San Jacinto";"Houston";"TX";77004;
89152;22049109;"Sheridan Montessori";"2433 Sheridan";"Houston";"TX";77030;
89186;22049142;"Silver Spoon Day Care Center";"402 Lee Street";"Cedar Hill";"TX";75104;
89193;22049150;"Silverline Montessori";"2505 C R 89";"Pearland";"TX";77584;
89220;22049178;"Small Miracles Academy Garland Campus";"5902 Jupiter";"Garland";"TX";75044;
89296;22049268;"Soraya Montessori Academy";"6000 Custer Rd  #120";"Plano";"TX";75023;
89315;22049289;"Southampton Montessori School";"5012 Morningside";"Houston";"TX";77005;
89343;22049320;"Spanish Schoolhouse";"15765 Hillcrest Rd";"Dallas";"TX";75248;
89344;22049323;"Spanish Schoolhouse";"110 S Alma Dr";"Allen";"TX";75013;
89347;22049324;"Spanish Schoolhouse";"1850 Green Oaks Blvd Ne";"Arlington";"TX";76006;
89352;22049319;"Spanish Schoolhouse";"280 Commerce St";"Southlake";"TX";76092;
89377;22049350;"Springcreek Private School";"14855 Springcreek Rd";"Dallas";"TX";75248;
89639;22049619;"Stepping Stones Learning Center II";"7922 Broadway";"Pearland";"TX";77581;
89645;22049626;"Stonebriar Mothers Day Out";"4801 Legendary Dr";"Frisco";"TX";75034;
89657;22049639;"Stringfellow School";"420 S Heartz";"Coppell";"TX";75019;
89693;22049673;"Suncreek Childrens Development Center";"1517 Mcdermott Dr W";"Allen";"TX";75013;
89701;22049684;"Sunrise Learning Center";"3600 Ramona St";"Fort Worth";"TX";76116;
89724;22049704;"Sunshine Childrens World";"11410 Hall Rd";"Houston";"TX";77089;
89729;22049708;"Sunshine Day Care Center No 2";"1338 Lomaland";"El Paso";"TX";79935;
89748;22049732;"Susys Day Care Center";"308 W William Cannon #b";"Austin";"TX";78745;
89810;22049796;"Teach A Tot";"2814 Trailing Vine";"Spring";"TX";77373;
89851;22049839;"Tender Memories Learning Center";"308 W Stassney Ln";"Austin";"TX";78745;
89874;22049862;"Texas Kids Learning Center";"5803  N Fry Rd Suite 114";"Katy";"TX";77449;
89943;22049928;"The Childrens Courtyard";"129 W Town Center Blvd";"Coppell";"TX";75019;
89956;22049929;"The Childrens Courtyard";"8001 Parkwood Blvd";"Plano";"TX";75024;
90008;22049999;"The Goddard School";"3336 Main St";"Frisco";"TX";75034;
90076;22050070;"The Little Engine Learning Center";"4122 Avenida Prima";"San Antonio";"TX";78233;
90139;22050138;"The Sunshine House";"130 Moore Rd";"Coppell";"TX";75019;
90153;22050151;"The Wearhouse Kids 2";"6380 Rogerdale Rd";"Houston";"TX";77072;
90245;32112;"TLC Schools - Democracy";"5301 Democracy Dr";"Plano";"TX";75024;9723784100
90246;22050257;"TLC Child Development Center";"150 Pruitt Rd # D";"Spring";"TX";77380;
90248;32114;"TLC Schools - Green Oaks";"1401 N.E. Green Oaks Blvd.";"Arlington";"TX";76006;8178015228
90249;32115;"TLC Schools - Hedgcoxe";"5200 Hedgcoxe Rd";"Plano";"TX";75024;9724730167
90276;22050289;"Todays Child";"7026 W Fuqua";"Missouri City";"TX";77489;
90298;22050313;"Tonae's 24hr Child Care";"3800 Altamesa Blvd";"Fort Worth";"TX";76133;
90314;22050332;"Tottenberrys Private School";"7302 W Broadway";"Pearland";"TX";77581;
90341;22050355;"Treasure Cove";"22765 Westheimer Pky";"Katy";"TX";77450;
90358;22050373;"Treehouse Learning Center";"1309 3rd St.";"League City";"TX";77573;
90379;22050394;"Trinity Lutheran Child Development Center";"2001 Hunter";"Tyler";"TX";75701;
90434;22050449;"Twin Oaks Private School";"1001 Main St E";"Allen";"TX";75002;
90470;32340;"Universal City United Methodist Preschool";"90 Winn Rd";"Universal City";"TX";78148;
90516;22050533;"Vanguard Academy";"6925 Turtlewood Dr";"Houston";"TX";77072;
90534;22050551;"Village Montessori School";"2329 Bissonnet";"Houston";"TX";77005;
90535;22050552;"Village Parkway Christian School";"3002 Village Parkway";"San Antonio";"TX";78251;
90581;22050596;"Warren Montessori School";"10247 Warren Pky";"Frisco";"TX";75035;
90631;22050644;"Wee Wisdom";"1712 Weston Brent";"El Paso";"TX";79935;
90637;22050649;"Week Day Christian Preschool";"7635 Hulen Street";"Fort Worth";"TX";76133;
90663;22050674;"Wesleyan Christian Academy";"4405 W Main";"Rowlett";"TX";75088;
90701;22050711;"Westminster Christian Academy";"670 Medical Center Blvd E";"Webster";"TX";77598;
90709;22050719;"Westover Hills Learning Center";"9340 Westover Hills Blvd.";"San Antonio";"TX";78251;
90716;22050726;"Westside Montessori";"13555 Briar Forest";"Houston";"TX";77077;
90728;22050743;"Where Kidz Connect Academy";"513 Straus Rd";"Cedar Hill";"TX";75104;
90731;22050746;"Whispering Hope Christian Academy";"6430 Court Rd Bldg B";"Houston";"TX";77053;
90766;22050780;"William Cannon La Petite Academy";"322 William Cannon Dr";"Austin";"TX";78745;
91126;22051160;"Zales Child Development Center";"911 Walnut Hill W";"Irving";"TX";75038;
104768;217971;"Country Club KinderCare";"7210 Vista Dr.";"West Des Moines";"IA";50266;8002077019
104940;217981;"Newton KinderCare";"202 N 3rd Ave. W";"Newton";"IA";50208;
105393;22126340;"Kids Company Of Clive";"1306 NW 138th St";"Clive";"IA";50325;
105598;218001;"Pleasant Hill KinderCare";"1425 Copper Creek Dr.";"Des Moines";"IA";50327;8002077019
106499;217991;"Westlakes KinderCare";"6670 University Ave.";"West Des Moines";"IA";50266;8002077019
108067;217931;"West Cedar Rapids KinderCare";"310 Burdette Dr. SW";"Cedar Rapids";"IA";52404;
108068;217941;"East Cedar Rapids KinderCare";"5351 North Park Place North East";"Cedar Rapids";"IA";52402;
108093;22126754;"Noah's Ark Preschool";"6455 E Ave NW";"Cedar Rapids";"IA";52405;
108931;217961;"Bettendorf KinderCare";"2330 Tech Dr.";"Bettendorf";"IA";52722;
108961;22126784;"Redeemer Preschool";"1109 Tanglefoot Lane";"Bettendorf";"IA";52722;
109302;217951;"Davenport KinderCare Preschool";"2108 East Locust St.";"Davenport";"IA";52803;
126456;22087229;"Fit N' Fun Educational Center";"1700 East Elliot Road, #9";"Tempe";"AZ";85284;
126491;22086986;"La Petite Academy";"13003 West Mcdowell Road";"Avondale";"AZ";85392;
126579;22087134;"Desert Sun Child Development Center";"1512 West Elliot Road";"Chandler";"AZ";85224;
126583;22087289;"Kids Discovery Club Christian Preschool";"1825 South Alma School Road";"Chandler";"AZ";85286;
126585;216841;"Queen Creek KinderCare";"1919 West Queen Creek Rd.";"Chandler";"AZ";85248;
126586;216771;"North Elm KinderCare";"150 N. Elm St.";"Chandler";"AZ";85226;
126587;217071;"South Chandler KinderCare";"1955 South Alma School Rd.";"Chandler";"AZ";85286;
126588;217051;"McQueen KinderCare";"900 North McQueen Rd.";"Chandler";"AZ";85225;
126610;22086871;"Sunrise Preschool #139";"1114 West Elliot Road";"Chandler";"AZ";85224;
126723;22087705;"Childtime Learning Centers";"3319 East Baseline Road";"Gilbert";"AZ";85234;
126727;22088534;"Gilbert Arts Academy";"862 East Elliot Road";"Gilbert";"AZ";85234;
126729;22088073;"Greenhouse Montessori Preschool & Toddler Center";"505 South Gilbert Road";"Gilbert";"AZ";85296;
126737;216871;"Sonoran Vista KinderCare";"135 S Val Vista Dr.";"Gilbert";"AZ";85296;
126738;216761;"Gilbert Road KinderCare";"500 S. Gilbert Rd.";"Gilbert";"AZ";85296;
126739;217031;"Val Vista Lakes KinderCare";"1545 North Parkway Dr.";"Gilbert";"AZ";85234;
126743;22087036;"Ladybug Learning Club Christian Preschool";"1380 East Guadalupe Road";"Gilbert";"AZ";85234;
126757;22088373;"The Goddard School";"720 East Warner Road";"Gilbert";"AZ";85296;
126757;22087891;"The Goddard School";"4080 East Germann Road";"Gilbert";"AZ";85297;
126767;22092679;"Wilkins Learning Center";"397 South Gilbert Road";"Gilbert";"AZ";85296;
126794;22087759;"Heritage Montessori School";"3501 West Westcott Drive";"Glendale";"AZ";85308;
126802;216961;"Union Hills KinderCare";"3524 West Union Hills Dr.";"Glendale";"AZ";85308;
126805;217011;"Arrowhead KinderCare";"20245 North 67th Ave.";"Glendale";"AZ";85308;
126806;22087365;"La Petite Academy";"20195 North 67th Avenue";"Glendale";"AZ";85308;
126824;22088166;"Sunrise Preschool #124";"5801 West Mohawk Lane";"Glendale";"AZ";85308;
126850;217041;"Goodyear KinderCare";"13746 West McDowell Rd.";"Goodyear";"AZ";85338;
126909;22092724;"Children's Learning Adventure Childcare Center";"7616 South 55th Avenue";"Laveen";"AZ";85339;
126910;239301;"Laveen KinderCare";"7755 51st Ave.";"Laveen";"AZ";85339;
126937;22086946;"Bright Futures";"1236 South Stapley Drive";"Mesa";"AZ";85204;
126943;22087322;"Childtime Childcare";"1902 East Hampton Avenue";"Mesa";"AZ";85204;
126971;22087402;"Kids Play Learning Center #3";"2111 South Alma School #15";"Mesa";"AZ";85210;
126975;217001;"McKellips KinderCare";"1063 East McKellips Rd.";"Mesa";"AZ";85203;
126976;216941;"Mesa KinderCare";"1810 East Southern Ave.";"Mesa";"AZ";85204;
126977;216951;"Alma Mesa KinderCare";"2862 South Alma School Rd.";"Mesa";"AZ";85210;8002077019
126978;216861;"Recker-McDowell KinderCare";"6037 E McDowell Rd.";"Mesa";"AZ";85215;
126983;22087570;"La Casita Community Center";"2719 South Reyes Road";"Mesa";"AZ";85202;
126986;22087479;"La Petite Academy Preschool";"2343 South Power Road";"Mesa";"AZ";85206;
127008;22087096;"Maxwell Preschool Academy";"1455 South Stapley Drive # 10";"Mesa";"AZ";85204;
127030;22088261;"Red Mountain Montessori Academy";"6426 East Mcdowell Road";"Mesa";"AZ";85215;
127076;216821;"La Canada KinderCare";"10455 N La Canada Dr";"Tucson";"AZ";85737;8002077019
127112;216971;"67th/Peoria KinderCare";"6835 West Peoria Ave.";"Peoria";"AZ";85345;
127116;22086853;"Li'l Pardners Childcare and Preschool";"11001 North 99th Avenue Ste 126";"Peoria";"AZ";85345;
127147;22092731;"Primrose School of Fletcher Heights";"8270 West Lake Pleasant Pkwy";"Peoria";"AZ";85382;
127149;22088509;"Sunrise Montessori School";"8430 West Deer Valley Road";"Peoria";"AZ";85382;
127172;22087823;"Adventures In Learning";"3821 North Third Street";"Phoenix";"AZ";85012;
127230;22092684;"Creative Castle Preschool and Playtime";"4220 West Opportunity Way";"Phoenix";"AZ";85086;
127238;22087198;"Desert Springs Christian Preschool";"16215 North Tatum Blvd";"Phoenix";"AZ";85032;
127297;22087949;"Kiddie Kare #1";"4411 North 7th Street";"Phoenix";"AZ";85014;
127306;216831;"Mountain Park Ranch KinderCare";"4120 E. Ranch Circle North Dr.";"Phoenix";"AZ";85044;
127309;217061;"Anthem KinderCare";"3720 West Shadow Glen Way";"Phoenix";"AZ";85086;
127311;217021;"Black Canyon KinderCare";"10653 N 25th Ave.";"Phoenix";"AZ";85029;
127326;22088237;"Little Kids N Company";"626 West Campbell Avenue";"Phoenix";"AZ";85013;
127369;22087703;"Phoenix College Family Care Center";"3310 North 10th Avenue";"Phoenix";"AZ";85013;
127437;22087897;"Sunrise Preschool #113";"4111 East Ray Road";"Phoenix";"AZ";85044;
127438;22087733;"Sunrise Preschool #136";"3401 West Union Hills Drive";"Phoenix";"AZ";85027;
127445;22086843;"Tender Times Preschool";"10889 North 19th Avenue";"Phoenix";"AZ";85029;
127562;216751;"Scottsdale KinderCare";"16605 N. 56th St.";"Scottsdale";"AZ";85254;
127563;216851;"McDowell Mtn Ranch KinderCare";"10409 E McDowell Mountain Ranch";"Scottsdale";"AZ";85255;
127582;22088228;"Paradise Valley Cooperative School";"6239 East Bell Road";"Scottsdale";"AZ";85254;
127587;22088151;"Rancho Solano Private Schools";"5656 East Greenway Road";"Scottsdale";"AZ";85254;
127659;217101;"Surprise KinderCare";"15415 West Bell Rd.";"Surprise";"AZ";85374;
127661;22092608;"Paradise Education Center";"15533 West Paradise Lane";"Surprise";"AZ";85374;
127662;22087163;"Phoenix Children's Academy Private School # 226";"15562 North Reems Road";"Surprise";"AZ";85374;
127663;22087158;"Radiant Kidz Zone";"15522 West Paradise Lane";"Surprise";"AZ";85374;
127678;22088420;"Bright Horizons Family Center";"7660 South Research Drive";"Tempe";"AZ";85284;
